geo,treatment_status,test_period,date,sales,cost
3,control,pre_test,2015-01-23,4046.05,0
3,control,pre_test,2015-01-24,2147.84,0
3,control,pre_test,2015-01-25,1830.57,0
3,control,pre_test,2015-01-26,5230.51,0
3,control,pre_test,2015-01-27,4572.78,0
3,control,pre_test,2015-01-28,4144.2,0
3,control,pre_test,2015-01-29,3351.71,0
3,control,pre_test,2015-01-30,1370.41,0
3,control,pre_test,2015-01-31,1636.62,0
3,control,pre_test,2015-02-01,1812.61,0
3,control,pre_test,2015-02-02,5117.35,0
3,control,pre_test,2015-02-03,4634.59,0
3,control,pre_test,2015-02-04,5537.26,0
3,control,pre_test,2015-02-05,4326.1,0
3,control,pre_test,2015-02-06,3866.4,0
3,control,pre_test,2015-02-07,2195.75,0
3,control,pre_test,2015-02-08,1930.23,0
3,control,pre_test,2015-02-09,5601.3,0
3,control,pre_test,2015-02-10,5144.1,0
3,control,pre_test,2015-02-11,5211.37,0
3,control,pre_test,2015-02-12,4890.94,0
3,control,pre_test,2015-02-13,4326.92,0
3,control,pre_test,2015-02-14,2112.08,0
3,control,pre_test,2015-02-15,2155.56,0
3,control,test,2015-02-16,5576.64,0
3,control,test,2015-02-17,5174.32,0
3,control,test,2015-02-18,5453.05,0
3,control,test,2015-02-19,4864.41,0
3,control,test,2015-02-20,4506.74,0
3,control,test,2015-02-21,2446.14,0
3,control,test,2015-02-22,2253.85,0
3,control,test,2015-02-23,6394.74,0
3,control,test,2015-02-24,6408.42,0
3,control,test,2015-02-25,6115.06,0
3,control,test,2015-02-26,5631.83,0
3,control,test,2015-02-27,4998.99,0
3,control,test,2015-02-28,2478.91,0
3,control,test,2015-03-01,2488.67,0
3,control,test,2015-03-02,6715.7,0
3,control,test,2015-03-03,6242.76,0
3,control,test,2015-03-04,5945.34,0
3,control,test,2015-03-05,5726.18,0
3,control,test,2015-03-06,5000.14,0
3,control,test,2015-03-07,2634.86,0
3,control,test,2015-03-08,2469.04,0
3,control,test,2015-03-09,6325.44,0
3,control,test,2015-03-10,6602.71,0
3,control,test,2015-03-11,6119.37,0
3,control,test,2015-03-12,6257.26,0
3,control,test,2015-03-13,4891.47,0
3,control,test,2015-03-14,2519.16,0
3,control,test,2015-03-15,2857.52,0
3,control,post_test,2015-03-16,6914.63,0
3,control,post_test,2015-03-17,6452.86,0
3,control,post_test,2015-03-18,6672.35,0
3,control,post_test,2015-03-19,5917.86,0
3,control,post_test,2015-03-20,5473.05,0
3,control,post_test,2015-03-21,2776.19,0
3,control,post_test,2015-03-22,2660.53,0
3,control,post_test,2015-03-23,7432.66,0
3,control,post_test,2015-03-24,6392.89,0
3,control,post_test,2015-03-25,7138.42,0
3,control,post_test,2015-03-26,6351.6,0
3,control,post_test,2015-03-27,5774.59,0
3,control,post_test,2015-03-28,2603.42,0
3,control,post_test,2015-03-29,2191.91,0
3,control,post_test,2015-03-30,4120.1,0
3,control,post_test,2015-03-31,8002.69,0
3,control,post_test,2015-04-01,8455.96,0
3,control,post_test,2015-04-02,12057.3,0
3,control,post_test,2015-04-03,8556.54,0
3,control,post_test,2015-04-04,4248.07,0
3,control,post_test,2015-04-05,3796.85,0
3,control,post_test,2015-04-06,8924.78,0
3,control,post_test,2015-04-07,7260.99,0
4,treatment,pre_test,2015-01-05,4081.25,0
4,treatment,pre_test,2015-01-06,4130.58,0
4,treatment,pre_test,2015-01-07,3938,0
4,treatment,pre_test,2015-01-08,4069.46,0
4,treatment,pre_test,2015-01-09,3526.95,0
4,treatment,pre_test,2015-01-10,1558.29,0
4,treatment,pre_test,2015-01-11,1091.68,0
4,treatment,pre_test,2015-01-12,3290.93,0
4,treatment,pre_test,2015-01-13,3750.73,0
4,treatment,pre_test,2015-01-14,3843.93,0
4,treatment,pre_test,2015-01-15,3444.37,0
4,treatment,pre_test,2015-01-16,3066.11,0
4,treatment,pre_test,2015-01-17,1250.56,0
4,treatment,pre_test,2015-01-18,1389.26,0
4,treatment,pre_test,2015-01-19,3899.97,0
4,treatment,pre_test,2015-01-20,3655.26,0
4,treatment,pre_test,2015-01-21,3775.85,0
4,treatment,pre_test,2015-01-22,4282.46,0
4,treatment,pre_test,2015-01-23,3450.12,0
4,treatment,pre_test,2015-01-24,1711.97,0
4,treatment,pre_test,2015-01-25,1498.22,0
4,treatment,pre_test,2015-01-26,4573.37,0
4,treatment,pre_test,2015-01-27,4216.11,0
4,treatment,pre_test,2015-01-28,3716.41,0
4,treatment,pre_test,2015-01-29,3142.23,0
4,treatment,pre_test,2015-01-30,1057.48,0
4,treatment,pre_test,2015-01-31,1246.44,0
4,treatment,pre_test,2015-02-01,1567.66,0
4,treatment,pre_test,2015-02-02,3728.67,0
4,treatment,pre_test,2015-02-03,4222.75,0
4,treatment,pre_test,2015-02-04,4059.19,0
4,treatment,pre_test,2015-02-05,4110.08,0
4,treatment,pre_test,2015-02-06,3465.85,0
4,treatment,pre_test,2015-02-07,1514.12,0
4,treatment,pre_test,2015-02-08,1694.56,0
4,treatment,pre_test,2015-02-09,4558.8,0
4,treatment,pre_test,2015-02-10,4210.36,0
4,treatment,pre_test,2015-02-11,4688.52,0
4,treatment,pre_test,2015-02-12,4411.54,0
4,treatment,pre_test,2015-02-13,3255.22,0
4,treatment,pre_test,2015-02-14,1502.05,0
4,treatment,pre_test,2015-02-15,1797.26,0
4,treatment,test,2015-02-16,5658.53,285.31
4,treatment,test,2015-02-17,5325.86,267.51
4,treatment,test,2015-02-18,5201.93,262.37
4,treatment,test,2015-02-19,5473.45,274.93
4,treatment,test,2015-02-20,4591.59,232.02
4,treatment,test,2015-02-21,1843.01,92.98
4,treatment,test,2015-02-22,1914.43,97.23
4,treatment,test,2015-02-23,6021.13,303.82
4,treatment,test,2015-02-24,5989.02,301.14
4,treatment,test,2015-02-25,6006.3,301.98
4,treatment,test,2015-02-26,6121.1,308.56
4,treatment,test,2015-02-27,5124.72,258.75
4,treatment,test,2015-02-28,2331.01,116.18
4,treatment,test,2015-03-01,2093.25,104.68
4,treatment,test,2015-03-02,6382.61,320.73
4,treatment,test,2015-03-03,6405.32,322.71
4,treatment,test,2015-03-04,6792.33,340.82
4,treatment,test,2015-03-05,6211.57,310.5
4,treatment,test,2015-03-06,5668.72,285.48
4,treatment,test,2015-03-07,2491.36,125.31
4,treatment,test,2015-03-08,2172.71,110.16
4,treatment,test,2015-03-09,6768.31,339.21
4,treatment,test,2015-03-10,6325.59,317.62
4,treatment,test,2015-03-11,5993.44,301.14
4,treatment,test,2015-03-12,5953.4,300.38
4,treatment,test,2015-03-13,5407.58,271.55
4,treatment,test,2015-03-14,2385.34,119.91
4,treatment,test,2015-03-15,2536.56,127.62
4,treatment,post_test,2015-03-16,6163.6,0
4,treatment,post_test,2015-03-17,6121.44,0
4,treatment,post_test,2015-03-18,5693.99,0
4,treatment,post_test,2015-03-19,5662.55,0
4,treatment,post_test,2015-03-20,4737.17,0
4,treatment,post_test,2015-03-21,2307.99,0
4,treatment,post_test,2015-03-22,2475.22,0
4,treatment,post_test,2015-03-23,6708.65,0
4,treatment,post_test,2015-03-24,5172.98,0
4,treatment,post_test,2015-03-25,6014.47,0
4,treatment,post_test,2015-03-26,5740.62,0
4,treatment,post_test,2015-03-27,4817.77,0
4,treatment,post_test,2015-03-28,1697.29,0
4,treatment,post_test,2015-03-29,1716.89,0
4,treatment,post_test,2015-03-30,3343.74,0
4,treatment,post_test,2015-03-31,6130.15,0
4,treatment,post_test,2015-04-01,7132.35,0
4,treatment,post_test,2015-04-02,9627.95,0
4,treatment,post_test,2015-04-03,6726.44,0
4,treatment,post_test,2015-04-04,3056.12,0
4,treatment,post_test,2015-04-05,3164.04,0
4,treatment,post_test,2015-04-06,7899.02,0
4,treatment,post_test,2015-04-07,6098.67,0
5,control,pre_test,2015-01-05,2776.79,0
5,control,pre_test,2015-01-06,3084.68,0
5,control,pre_test,2015-01-07,2877.21,0
5,control,pre_test,2015-01-08,2667.54,0
5,control,pre_test,2015-01-09,2533.92,0
5,control,pre_test,2015-01-10,1420.65,0
5,control,pre_test,2015-01-11,1017.58,0
5,control,pre_test,2015-01-12,2705.21,0
5,control,pre_test,2015-01-13,2668.4,0
5,control,pre_test,2015-01-14,2410.6,0
5,control,pre_test,2015-01-15,2371.78,0
5,control,pre_test,2015-01-16,2600.64,0
5,control,pre_test,2015-01-17,1042.14,0
5,control,pre_test,2015-01-18,1026.62,0
5,control,pre_test,2015-01-19,2694.06,0
5,control,pre_test,2015-01-20,2675.72,0
5,control,pre_test,2015-01-21,2724.42,0
5,control,pre_test,2015-01-22,2976.39,0
5,control,pre_test,2015-01-23,2441.22,0
5,control,pre_test,2015-01-24,1333.86,0
5,control,pre_test,2015-01-25,1150.04,0
5,control,pre_test,2015-01-26,3147.84,0
5,control,pre_test,2015-01-27,3167.41,0
5,control,pre_test,2015-01-28,2550.69,0
5,control,pre_test,2015-01-29,2449.33,0
5,control,pre_test,2015-01-30,868.65,0
5,control,pre_test,2015-01-31,1110.96,0
5,control,pre_test,2015-02-01,1126.76,0
5,control,pre_test,2015-02-02,3291.28,0
5,control,pre_test,2015-02-03,2932.31,0
5,control,pre_test,2015-02-04,3171.24,0
5,control,pre_test,2015-02-05,2786.21,0
5,control,pre_test,2015-02-06,2464.48,0
5,control,pre_test,2015-02-07,1419.13,0
5,control,pre_test,2015-02-08,1341.05,0
5,control,pre_test,2015-02-09,3217.64,0
5,control,pre_test,2015-02-10,3140.79,0
5,control,pre_test,2015-02-11,3404.15,0
5,control,pre_test,2015-02-12,3235.9,0
5,control,pre_test,2015-02-13,2309.6,0
5,control,pre_test,2015-02-14,1473.28,0
5,control,pre_test,2015-02-15,1271.37,0
5,control,test,2015-02-16,3644.25,0
5,control,test,2015-02-17,2971.73,0
5,control,test,2015-02-18,3375.97,0
5,control,test,2015-02-19,3154.82,0
5,control,test,2015-02-20,2754.77,0
5,control,test,2015-02-21,1350.41,0
5,control,test,2015-02-22,1284.52,0
5,control,test,2015-02-23,3534.72,0
5,control,test,2015-02-24,3524.94,0
5,control,test,2015-02-25,3755.71,0
5,control,test,2015-02-26,3812.97,0
5,control,test,2015-02-27,2960.57,0
5,control,test,2015-02-28,1656.68,0
5,control,test,2015-03-01,1681.53,0
5,control,test,2015-03-02,3805.98,0
5,control,test,2015-03-03,3962.58,0
5,control,test,2015-03-04,3891.39,0
5,control,test,2015-03-05,3732.57,0
5,control,test,2015-03-06,3522.53,0
5,control,test,2015-03-07,1796.2,0
5,control,test,2015-03-08,1715.13,0
5,control,test,2015-03-09,4282.13,0
5,control,test,2015-03-10,3988.21,0
5,control,test,2015-03-11,4003.32,0
5,control,test,2015-03-12,3878.11,0
5,control,test,2015-03-13,3310.05,0
5,control,test,2015-03-14,1355.97,0
5,control,test,2015-03-15,1470.69,0
5,control,post_test,2015-03-16,4260.14,0
5,control,post_test,2015-03-17,4119.96,0
5,control,post_test,2015-03-18,3965.58,0
5,control,post_test,2015-03-19,4248.55,0
5,control,post_test,2015-03-20,3423.12,0
5,control,post_test,2015-03-21,1655.16,0
5,control,post_test,2015-03-22,1727.36,0
5,control,post_test,2015-03-23,4523.35,0
5,control,post_test,2015-03-24,3499.76,0
5,control,post_test,2015-03-25,4709.9,0
5,control,post_test,2015-03-26,3921.08,0
5,control,post_test,2015-03-27,3692.51,0
5,control,post_test,2015-03-28,1589.1,0
5,control,post_test,2015-03-29,1038.27,0
5,control,post_test,2015-03-30,2247.32,0
5,control,post_test,2015-03-31,4695,0
5,control,post_test,2015-04-01,5013.22,0
5,control,post_test,2015-04-02,7639.04,0
5,control,post_test,2015-04-03,5255.47,0
5,control,post_test,2015-04-04,2300.76,0
5,control,post_test,2015-04-05,2239.18,0
5,control,post_test,2015-04-06,4570.55,0
5,control,post_test,2015-04-07,4110.12,0
6,treatment,pre_test,2015-01-05,2388.32,0
6,treatment,pre_test,2015-01-06,2684.64,0
6,treatment,pre_test,2015-01-07,2664.09,0
6,treatment,pre_test,2015-01-08,2472.82,0
6,treatment,pre_test,2015-01-09,2279.56,0
6,treatment,pre_test,2015-01-10,1056.88,0
6,treatment,pre_test,2015-01-11,750.84,0
6,treatment,pre_test,2015-01-12,2015.26,0
6,treatment,pre_test,2015-01-13,2015.02,0
6,treatment,pre_test,2015-01-14,2230.19,0
6,treatment,pre_test,2015-01-15,2120,0
6,treatment,pre_test,2015-01-16,1786.04,0
6,treatment,pre_test,2015-01-17,854.04,0
6,treatment,pre_test,2015-01-18,873.4,0
6,treatment,pre_test,2015-01-19,2473.4,0
6,treatment,pre_test,2015-01-20,2206.57,0
6,treatment,pre_test,2015-01-21,2030.37,0
6,treatment,pre_test,2015-01-22,2435.23,0
6,treatment,pre_test,2015-01-23,2216.44,0
6,treatment,pre_test,2015-01-24,982.02,0
6,treatment,pre_test,2015-01-25,933.75,0
6,treatment,pre_test,2015-01-26,2480.12,0
6,treatment,pre_test,2015-01-27,2198.55,0
6,treatment,pre_test,2015-01-28,2235.2,0
6,treatment,pre_test,2015-01-29,1831.63,0
6,treatment,pre_test,2015-01-30,636.65,0
6,treatment,pre_test,2015-01-31,834.57,0
6,treatment,pre_test,2015-02-01,881.8,0
6,treatment,pre_test,2015-02-02,2471.2,0
6,treatment,pre_test,2015-02-03,2048.23,0
6,treatment,pre_test,2015-02-04,2310.87,0
6,treatment,pre_test,2015-02-05,2426.16,0
6,treatment,pre_test,2015-02-06,1796.9,0
6,treatment,pre_test,2015-02-07,983.34,0
6,treatment,pre_test,2015-02-08,931.45,0
6,treatment,pre_test,2015-02-09,2383.65,0
6,treatment,pre_test,2015-02-10,2314.57,0
6,treatment,pre_test,2015-02-11,2574.42,0
6,treatment,pre_test,2015-02-12,2008.87,0
6,treatment,pre_test,2015-02-13,2200.71,0
6,treatment,pre_test,2015-02-14,1064.68,0
6,treatment,pre_test,2015-02-15,1022.88,0
6,treatment,test,2015-02-16,3221.88,161.56
6,treatment,test,2015-02-17,3041.08,152.56
6,treatment,test,2015-02-18,3013.47,152.15
6,treatment,test,2015-02-19,2916.75,146.16
6,treatment,test,2015-02-20,2533.41,126.84
6,treatment,test,2015-02-21,1466.16,73.33
6,treatment,test,2015-02-22,1552.58,78.2
6,treatment,test,2015-02-23,3370.77,169.06
6,treatment,test,2015-02-24,3533.76,178.62
6,treatment,test,2015-02-25,3326.27,167.21
6,treatment,test,2015-02-26,3251.42,163.59
6,treatment,test,2015-02-27,2737.53,137.64
6,treatment,test,2015-02-28,1620.36,80.46
6,treatment,test,2015-03-01,1307.75,66.29
6,treatment,test,2015-03-02,3735.53,187.64
6,treatment,test,2015-03-03,3390.67,169.75
6,treatment,test,2015-03-04,3386.88,170.41
6,treatment,test,2015-03-05,3379.98,169.97
6,treatment,test,2015-03-06,2693.85,135.91
6,treatment,test,2015-03-07,1292.64,65.25
6,treatment,test,2015-03-08,1340.89,66.99
6,treatment,test,2015-03-09,3690.4,184.55
6,treatment,test,2015-03-10,3525.55,176.25
6,treatment,test,2015-03-11,3410.65,172.4
6,treatment,test,2015-03-12,3487.34,175.32
6,treatment,test,2015-03-13,2812.39,141.08
6,treatment,test,2015-03-14,1352.7,67
6,treatment,test,2015-03-15,1538.39,77.18
6,treatment,post_test,2015-03-16,3127.13,0
6,treatment,post_test,2015-03-17,3093.22,0
6,treatment,post_test,2015-03-18,3111.15,0
6,treatment,post_test,2015-03-19,2886.92,0
6,treatment,post_test,2015-03-20,2746.38,0
6,treatment,post_test,2015-03-21,1107.84,0
6,treatment,post_test,2015-03-22,1356.75,0
6,treatment,post_test,2015-03-23,3387.53,0
6,treatment,post_test,2015-03-24,2859.8,0
6,treatment,post_test,2015-03-25,3539.1,0
6,treatment,post_test,2015-03-26,2866.95,0
6,treatment,post_test,2015-03-27,2830.02,0
6,treatment,post_test,2015-03-28,1041.37,0
6,treatment,post_test,2015-03-29,1085.77,0
6,treatment,post_test,2015-03-30,1756.99,0
6,treatment,post_test,2015-03-31,3704.06,0
6,treatment,post_test,2015-04-01,3799.35,0
6,treatment,post_test,2015-04-02,4583.42,0
6,treatment,post_test,2015-04-03,3853.54,0
6,treatment,post_test,2015-04-04,1649.34,0
6,treatment,post_test,2015-04-05,1898.43,0
6,treatment,post_test,2015-04-06,3935.56,0
6,treatment,post_test,2015-04-07,3276.9,0
7,treatment,pre_test,2015-01-05,1966.29,0
7,treatment,pre_test,2015-01-06,2434,0
7,treatment,pre_test,2015-01-07,2373.46,0
7,treatment,pre_test,2015-01-08,2312.19,0
7,treatment,pre_test,2015-01-09,1853.97,0
7,treatment,pre_test,2015-01-10,1066.72,0
7,treatment,pre_test,2015-01-11,666.86,0
7,treatment,pre_test,2015-01-12,1970.59,0
7,treatment,pre_test,2015-01-13,1840.45,0
7,treatment,pre_test,2015-01-14,1914.45,0
7,treatment,pre_test,2015-01-15,2104.89,0
7,treatment,pre_test,2015-01-16,1912.53,0
7,treatment,pre_test,2015-01-17,1098.05,0
7,treatment,pre_test,2015-01-18,847.86,0
7,treatment,pre_test,2015-01-19,2124.45,0
7,treatment,pre_test,2015-01-20,1995.19,0
7,treatment,pre_test,2015-01-21,2139.13,0
7,treatment,pre_test,2015-01-22,1899.27,0
7,treatment,pre_test,2015-01-23,2002.11,0
7,treatment,pre_test,2015-01-24,1003.02,0
7,treatment,pre_test,2015-01-25,1023.43,0
7,treatment,pre_test,2015-01-26,2543.71,0
7,treatment,pre_test,2015-01-27,2219.84,0
7,treatment,pre_test,2015-01-28,1957.13,0
7,treatment,pre_test,2015-01-29,1885.34,0
7,treatment,pre_test,2015-01-30,695.99,0
7,treatment,pre_test,2015-01-31,758.7,0
7,treatment,pre_test,2015-02-01,821.93,0
7,treatment,pre_test,2015-02-02,2247.04,0
7,treatment,pre_test,2015-02-03,2163.55,0
7,treatment,pre_test,2015-02-04,2321.91,0
7,treatment,pre_test,2015-02-05,2259.99,0
7,treatment,pre_test,2015-02-06,1835.84,0
7,treatment,pre_test,2015-02-07,1050.39,0
7,treatment,pre_test,2015-02-08,796.78,0
7,treatment,pre_test,2015-02-09,2665.41,0
7,treatment,pre_test,2015-02-10,2286.27,0
7,treatment,pre_test,2015-02-11,2466.45,0
7,treatment,pre_test,2015-02-12,2157.26,0
7,treatment,pre_test,2015-02-13,2131.94,0
7,treatment,pre_test,2015-02-14,1076.18,0
7,treatment,pre_test,2015-02-15,976.65,0
